UASG,Modalidade da Licitação,Número do Aviso da Licitação,Identificador da Licitação,Número Item Licitação,Tipo do Pregão,Situação do Aviso,Objeto,Código do Item no Catálogo,Informações Gerais,Número do Processo,Tipo de Recurso,Número de Itens na Licitação,Nome do Responsável,Função do Responsável,Data de Entrega do Edital,Endereço de Entrega do Edital,Data de Abertura da Proposta,Data de Entrega da Proposta,Data de Publicação,Itens da licitação > uri
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,77,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,78,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,79,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,80,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,81,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,82,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,83,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,84,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,85,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,86,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,87,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,88,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,89,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,90,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,91,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,92,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,93,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,94,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,95,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,96,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,97,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,98,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,99,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,100,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,101,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,102,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,103,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,104,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,105,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,106,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,107,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,108,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,109,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,110,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,111,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,112,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,113,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,114,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,115,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,116,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,117,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,118,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00002/2010,12004105000022010,119,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico para formalização de registro de preços, do tip o menor preço unitário por item, referente à aq uisição de material de consumo hospitalar.",137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000051201018,Nacional,127,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,07/06/2010 08:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",18/06/2010 09:00,07/06/2010 08:00,07/06/2010,
